id;imie;nazwisko;miasto;ilosc;kwota;wpsolczynnik
7888;Maria;Kowalczyk;warszawa;292;1624.69;0,917
7889;Jan;Nowak;Lublin;459;2064.38 zł;0.427
7890;Barbara;Wójcik;KRAKÓW;374;1834,48;0.983
7891;Paweł;Kowalski;łódź;241;2859.83;1.436
7892;Michał;Nowak;Kraków ;299;962.38;1,438
7893;Katarzyna;Woźniak;Poznań;108;4277.82;0.909
7894;Marcin;Kowalski;Poznan;29;3339.77;1.054
7895;Katarzyna;Kozłowski;Poznan;390;2117,22;0.93
7896;Ewa;Lewandowski;Poznań;302;594.61;0,553
7897;Paweł;Wójcik;Wrocław;490;4678.52;0.7
7898;Michał;Woźniak;Poznan;358;1308.21;1.018
7899;Piotr;Zieliński;Lodz;370;3211.19;0.253
7900;  Andrzej ;Lewandowski;Lubln;358;3847,32;1,339
7901;Piotr;Lewandowski;WARSZAWA;113;2174.13;0.107
7902;Magdalena;Kwiatkowski;Wrocław;460;3737.19;0.77
7903;Paweł;Kowalski;Gdansk;419;3250.43;1.22
7904;Agnieszka;Woźniak;Łódź;409;4334.79;0,584
7905;Tomasz;Kozłowski;Wrocław;381;2080,40;0.114
7906;Piotr;Lewandowski;LODZ;22;2983.25;1.242
7907;Katarzyna;Kowalczyk;Katowice;454;1523.11;0.755
7908;Piotr;Nowak;Lubln;80;2273.66;0,592
7909;Anna;Nowak;GDAŃSK;111;4000.34;1.42
7910;Joanna;Lewandowski;wroclaw;46;1320,91;0.538
7911;Anna;Woźniak;krakow;22;1556.50;0.29
7912;Krzysztof;Szymański;POZNAŃ;383;4297.63 zł;0,189
7913;Ewa;Wiśniewski;Kraków;352;11.31;0.969
7914;Joanna;Kowalczyk;Katowic;306;4231.00;0.877
7915;Krzysztof;Dąbrowski;lublin;446;2775,47;0.365
7916;Tomasz;Wiśniewski; Warszawa;137;3904.95;0,73
7917;Katarzyna;Kwiatkowski;Gdańsk;-401;1057.14;0.143
7918;Joanna;Dąbrowski;Łodz;411 szt;1076.59;1.452
7919;Katarzyna;Dąbrowski;Krakow ;472;3752.66;0.422
7920;;Mazur;warszawa;;2 566.03;30%
7921;Michał;Kozłowski;lublin;342;4243.27;0.531
7922;Tomasz;Szymański;Lublin;389;3292.47;0.344
7923;Ewa;Kozłowski;WARSZAWA;61;2388.71;1.015
7924;Katarzyna;Kowalczyk;POZNAŃ;353;3902.69;0,293
7925;Michał;Zieliński; Warszawa;417;2021,07;0.867
7926;Marcin;Mazur;LUBLIN;369;4179.08;1.141
7927;Joanna;Woźniak;Lublin;6;2451.42;1.44
7928;Maria;Woźniak;KATOWICE;46;2712.91;0,231
7929;Krzysztof;Kamiński;Lodz;347;419.95;1.454
7930;Paweł;Kwiatkowski;wroclaw;abc;3375,32;1.302
7931;Agnieszka;Kamiński;Wrocław;293;1467.89;0.787
7932;Piotr;Woźniak;Wroclaw;63;3660.68;0,48
7933;Katarzyna;Wiśniewski;Katowice;9;2032.75;1.011
7934;Ewa;Szymański;Łódź;499;268.93;1.465
7935;Andrzej;Kowalski;Katowice;280;3035,53 zł;0.709
7936;Anna;NOWAK;Poznań;280;3671.89;1,224
7937;Andrzej;Kozłowski;katowice;30;2801.23;0.161
7938;Paweł;Kamiński;KRAKÓW;270;975.66;0.28
7939;Ewa;Zieliński;LUBLIN;137;1650.67;0.997
7940;Jan;Lewandowski;Warszawa ;65;2891,14;0,964
7941;Katarzyna;Kowalczyk;Gdansk;430;258.97;0.223
7942;Anna;Dąbrowski;Katowic;366;412.47;0.338
7943;Agnieszka;Lewandowski;Wroclaw;303;1666.02;1.144
7944;Agnieszka;Kowalski;Wroclaw;57;3391.54;0,91
7945;Piotr;Szymański;Krakow;299;2545,04;1.189
7946;Katarzyna;Szymański;Warszawa ;66;4800.45;1.231
7947;Paweł;Lewandowski;Katowice;18;3783.94;0.809
7948;Barbara;Kamiński;Wroclaw;41;1076.73;1,103
7949;Paweł;Kwiatkowski;Lubln;449;1549.03;0.638
7950;  Agnieszka ;Kwiatkowski;Kraków ;418;40,65;0.824
7951;Maria;Wójcik;GDAŃSK;337;2932.08;0.373
7952;Magdalena;Mazur;KATOWICE;330;737.66;1,23
7953;Joanna;Mazur;KATOWICE;493;4145.11;0.305
7954;Agnieszka;Kowalski;Wroclaw;123;2631.04;1.442
7955;Anna;Lewandowski;Krakow;262 szt;3094,34;1.234.5
7956;Piotr;Kowalski;Kraków ;399;577.87;1,196
7957;ewa;Mazur;Katowice;458;3774.40;0.229
7958;Krzysztof;Woźniak;Łódź;350;1750.95 zł;0.408
7959;Jan;Wójcik;Lublin;366;3569.19;0.929
7960;Magdalena;Kozłowski;gdansk;217;4640,94;1,256
7961;Paweł;Lewandowski;Katowic;29;426.90;1.419
7962;Katarzyna;Kwiatkowski;lublin;380;340.17;0.384
7963;Katarzyna;Kowalski;Lublin;285;2912.08;1.283
7964;Piotr;Lewandowski;Katowice;438;1262.98;0,932
7965;Paweł;Mazur;poznan;119;1921,30;1.139
7966;Magdalena;Mazur;Poznań;260;2784.24;1.332
7967;Agnieszka;Mazur;Krakow;102;1831.29;1.312
7968;Anna;Kowalski;Krakow ;355;1516.43;0,996
7969;Maria;Wiśniewski;Wwa;115;1117.25;1.206
7970;Barbara;Wójcik;Lublin;157;2813,99;1.095
7971;Agnieszka;Dąbrowski;Wwa;228;2451.11;0.476
7972;Marcin;Kamiński;poznan;275;2753.53;0,515
7973;Michał;Kwiatkowski;łódź;77;4795.23;0.109
7974;Michał;Wójcik;Krakow;11;812.40;1.165
7975;Barbara;Kamiński;warszawa;136;;0.813
7976;Krzysztof;Wójcik;Poznań;144;1805.99;0,559
7977;Marcin;Kowalczyk;LUBLIN;276;1792.17;0.959
7978;Barbara;Dąbrowski;LODZ;239;3770.29;0.292
7979;Jan;Wiśniewski;Kraków;467;1927.56;1.008
7980;Joanna;Kamiński  ;warszawa;151;1 384.77;
7981;Jan;Nowak;Lublin;178;634.86 zł;0.757
7982;Maria;Wójcik;Katowice;53;3591.05;0.827
7983;Joanna;Wiśniewski;Kraków;221;2441.25;1.177
7984;Paweł;Wójcik;katowice;113;4046.04;0,406
7985;Jan;Wójcik;Krakow ;391;4515,96;0.303
7986;Ewa;Kamiński;wroclaw;370;4319.91;1.473
7987;Barbara;Wójcik;Katowic;20;4401.55;1.223
7988;Ewa;Kowalski;poznan;152;3378.60;1,075
7989;Ewa;Szymański;lublin;131;218.97;1.095
7990;Marcin;Kwiatkowski;LUBLIN;140;1182,61;1.117
7991;Anna;Dąbrowski;katowice;453;2148.80;0.529
;Ewa;Nowak;POZNAŃ;44 szt;0;0,773
7993;Barbara;Nowak;KRAKÓW;2;1634.84;1.474
7994;Ewa;Kwiatkowski;Warszwa;284;4115.06;0.235
7995;Paweł;Zieliński;Gdansk;285;1182,96;0.891
7996;Jan;Szymański;GDAŃSK;362;734.66;0,359
7997;Marcin;Kwiatkowski;Kraków;35;2526.03;0.135
7998;Katarzyna;Lewandowski;Poznań;70;4383.55;1.282
7999;Piotr;Woźniak;katowice;60;1840.83;0.153
8000;  Tomasz ;ZIELIŃSKI;;343;27,68;0,835
8001;Krzysztof;Wiśniewski;poznan;102;4725.07;1.181
8002;Maria;Nowak;KATOWICE;35;4304.85;0.415
8003;Barbara;Szymański;warszawa;166;309.19;0.803
8004;Joanna;Wójcik;Warszawa;238;536.25 zł;1,185
8005;Anna;Kowalczyk;Kraków ;216;4173,69;1.316
8006;Tomasz;Woźniak;poznan;48;1948.23;0.904
8007;Katarzyna;Wójcik;Wroclaw;24;3972.76;0.505
8008;Katarzyna;Szymański;poznan;-270;1723.34;74%
8009;Marcin;Kozłowski;Kraków ;359;492.79;1.487
8010;Michał;Kowalski;Lubln;314;1162,38;1.39
8011;Joanna;Woźniak;Gdansk;115;3011.99;1.389
8012;Anna;Dąbrowski;Krakow;334;1576.30;1,422
8013;Maria;Lewandowski;Lodz;47;4104.32;1.027
8014;Anna;Zieliński;Katowic;312;4214.51;0.106
8015;Agnieszka;Kwiatkowski;katowice;397;269,52;0.979
8016;Agnieszka;Nowak;Katowic;157;3067.99;1,294
8017;Joanna;Kowalczyk;Łódź;13;4697.08;1.249
8018;Maria;Nowak;Lubln;182;4958.43;0.56
8019;Ewa;Wójcik;Katowic;440;4751.40;1.338
8020;Piotr;Kozłowski;LUBLIN;373;2703,27;0,664
8021;Jan;Wójcik;Lubln;212;2139.93;1.348
8022;Jan;Nowak;gdansk;142;3545.04;0.957
8023;Joanna;Wójcik;poznan;144;496.48;1.431
8024;Michał;Wójcik;LODZ;248;2867.42;0,795
8025;Marcin;Zieliński;Łódź;191;3700,32;1.248
8026;Barbara;Woźniak;KRAKÓW;35;2126.23;0.488
8027;Barbara;Kozłowski;poznan;392;674.71 zł;0.702
8028;Paweł;Szymański;Gdańsk;96;704.19;0,771
8029;Krzysztof;Kamiński;katowice;177 szt;4041.61;0.353
8030;piotr;Nowak;poznan;;2627,27;0.107
8031;Marcin;Kowalczyk;POZNAŃ;104;2101.42;0.615
8032;Anna;Kwiatkowski;gdansk;283;1064.60;1,161
8033;Anna;Wiśniewski;Wroclaw;401;3140.59;1.015
8034;Jan;Kowalczyk;Poznań;297;474.06;1.324
8035;Anna;Wiśniewski;Poznań;285;1544,05;0.694
8036;Maria;Lewandowski;Katowice;138;4164.58;0,457
8037;Tomasz;Szymański;lublin;140;2164.27;0.365
8038;Barbara;Kowalski;GDAŃSK;335;4558.85;1.187
8039;Michał;Woźniak;Poznan;279;4225.26;1.022
8040;;Zieliński;Krakow;257;2 258.70;0,422
8041;Krzysztof;Zieliński; Warszawa;187;4622.84;0.552
8042;Marcin;Lewandowski;Wroclaw;113;2375.25;0.154
8043;Piotr;Zieliński;Gdansk;294;2904.45;1.105
8044;Magdalena;Mazur;Łódź;79;1834.74;0,301
8045;Ewa;Zieliński;LODZ;373;3255,81;1.234
8046;Barbara;Kozłowski;Gdansk;386;3199.13;0.614
8047;Ewa;Mazur;Katowice;57;1127.34;0.546
8048;Ewa;Kozłowski;KATOWICE;135;621.40;0,176
8049;Ewa;Zieliński;Warszawa ;242;1105.46;1.478
8050;  Tomasz ;Woźniak;łódź;97;1036,74 zł;0.927
8051;Piotr;Kowalski;katowice;111;2837.88;1.206
8052;Ewa;Kamiński;Gdańsk;390;573.73;0,493
8053;Jan;Kamiński;LUBLIN;446;3996.08;0.551
8054;Magdalena;Kozłowski;lublin;466;395.39;1.088
8055;Marcin;Szymański;lublin;61;4134,07;1.428
8056;Marcin;Kamiński;Wroclaw;145;243.13;1,123
8057;Jan;Wiśniewski;LODZ;388;1294.75;1.472
8058;Agnieszka;Kowalczyk;WROCŁAW;278;1414.32;0.245
8059;Anna;Nowak;Warszawa;196;4956.70;1.154
8060;Agnieszka;Mazur;Poznań;abc;2681,92;1,095
8061;Tomasz;Mazur;Łodz;486;2048.35;0.631
8062;Anna;Lewandowski;katowice;389;1914.88;0.746
8063;Agnieszka;Wójcik;Poznan;11;3538.42;1.251
8064;Piotr;KAMIŃSKI; Warszawa;168;297.66;0,337
8065;Piotr;Mazur;krakow;100;540,43;0.103
8066;Anna;Kozłowski;LUBLIN;465 szt;3321.70;1.207
8067;Krzysztof;Dąbrowski;łódź;280;3866.05;0.439
8068;Michał;Wiśniewski;gdansk;160;4935.15;0,891
8069;Jan;Kamiński;Katowice;356;4645.94;1.215
8070;Michał;Szymański;Lublin;243;498,49;0.582
8071;Marcin;Dąbrowski;Warszwa;201;3150.72;0.479
8072;Jan;Kowalski;Łodz;240;403.67;0,631
8073;Paweł;Kwiatkowski; Warszawa;239;2328.26 zł;0.329
8074;Tomasz;Woźniak;Łodz;23;3316.28;1.178
8075;Agnieszka;Woźniak;poznan;271;3047,31;0.175
8076;Paweł;Wójcik;poznan;179;2141.08;1,089
8077;Marcin;Wiśniewski;gdansk;313;1724.88;0.786
8078;Piotr;Nowak;Warszawa;306;3383.63;1.273
8079;Paweł;Nowak;WROCŁAW;159;3397.39;0.235
8080;Piotr;Szymański;krakow;112;4177,87;0,684
8081;Krzysztof;Woźniak;Kraków ;405;4326.20;0.476
8082;Tomasz;Kamiński;Katowice;466;385.80;0.861
8083;Magdalena;Lewandowski;Poznań;431;948.56;0.444
8084;Maria;Kozłowski;Łódź;392;272.24;0,7
8085;Katarzyna;Kowalczyk;katowice;490;2925,86;
8086;Jan;Wiśniewski;Katowic;347;3965.06;0.233
8087;Magdalena;Kowalski;Wrocław;392;4354.01;1.316
8088;Paweł;Wójcik;POZNAŃ;36;3916.82;0,622
8089;Ewa;Woźniak; Warszawa;48;4040.75;0.348
8090;Agnieszka;Nowak;Krakow ;102;2465,89;0.93
8091;Katarzyna;Zieliński;poznan;357;2440.62;0.952
8092;Jan;Kwiatkowski;Gdansk;74;4757.48;1,224
8093;Jan;Wójcik;Wwa;278;842.43;1.432
8094;Jan;Szymański;Gdansk;121;338.86;0.685
8095;Agnieszka;Szymański;Kraków ;248;913,16;0.249
8096;Magdalena;Szymański;LUBLIN;286;2306.27 zł;83%
8097;Joanna;Nowak;Krakow;114;553.99;0.721
8098;Piotr;Kwiatkowski;Łodz;118;4305.82;0.857
8099;Katarzyna;Zieliński;Warszwa;-160;2366.24;1.289
8100;  Krzysztof ;Nowak;WROCŁAW;254;3 312.75;0,811
8101;Andrzej;Lewandowski;POZNAŃ;246;1915.44;0.248
8102;Andrzej;Szymański;Kraków;85;3172.76;1.217
8103;andrzej;Lewandowski;warszawa;174 szt;2276.40;0.543
8104;Magdalena;Zieliński;poznan;334;4343.12;1,431
8105;Michał;Wiśniewski;WROCŁAW;13;1150,52;0.128
8106;Maria;Kozłowski;Krakow ;256;1043.15;1.17
8107;Andrzej;Wiśniewski;GDAŃSK;102;1965.80;0.334
8108;Jan;Szymański;Krakow;26;1907.94;1,149
8109;Agnieszka;Lewandowski;Wroclaw;359;558.17;0.368
8110;Maria;Kwiatkowski;WARSZAWA;95;2125,09;0.37
8111;Joanna;Kowalski;Gdansk;238;1613.54;0.378
8112;Jan;Lewandowski;Poznań;358;1291.27;1,287
8113;Tomasz;Woźniak;krakow;46;1692.05;0.398
8114;Barbara;Zieliński;WROCŁAW;196;735.76;1.149
8115;Magdalena;Zieliński;Wwa;231;3514,99;1.342
8116;Agnieszka;Wiśniewski;GDAŃSK;398;4929.85;1,479
8117;Michał;Nowak;Poznan;238;4253.23;1.358
8118;Joanna;Zieliński;LUBLIN;88;249.05;0.684
8119;Joanna;Lewandowski;katowice;23;1701.55 zł;1.459
8120;Magdalena;Woźniak  ;KRAKÓW;383;;0,683
8121;Katarzyna;Szymański;KATOWICE;169;1918.20;0.667
8122;Katarzyna;Dąbrowski;łódź;101;1843.74;0.929
8123;Katarzyna;Zieliński;Poznan;21;2218.54;0.69
8124;Marcin;Wiśniewski;Wrocław;84;2058.69;1,483
8125;Krzysztof;Kwiatkowski;KRAKÓW;294;734,27;0.206
8126;Ewa;Wójcik;Łódź;154;474.88;1.086
8127;Anna;Mazur;Warszawa;473;88.29;1.035
8128;Piotr;LEWANDOWSKI;KATOWICE;309;4071.09;0,303
8129;Krzysztof;Wiśniewski;Gdansk;270;2803.22;1.066
8130;Paweł;Nowak;LUBLIN;478;3335,23;1.034
8131;Ewa;Kwiatkowski;poznan;440;3346.20;0.152
8132;Piotr;Kwiatkowski;LUBLIN;166;2170.14;0,838
8133;Anna;Zieliński;Poznan;2;732.67;0.694
8134;Magdalena;Kozłowski;POZNAŃ;493;2684.01;1.421
8135;Tomasz;Zieliński;Gdansk;288;3561,32;0.43
8136;Piotr;Zieliński;Warszawa ;173;1340.16;1,407
8137;Barbara;Kowalski;krakow;433;2586.13;0.218
8138;Michał;Kwiatkowski;Łódź;454;4366.41;1.268
8139;Katarzyna;Lewandowski;wroclaw;338;4400.15;0.98
8140;Marcin;Woźniak;Wrocław;;2692,81;1,282
8141;Katarzyna;Kowalczyk;GDAŃSK;496;2889.79;0.66
8142;Maria;Wójcik;LODZ;220;2849.30 zł;0.425
8143;Barbara;Kowalski;Katowice;306;4791.68;0.378
8144;Joanna;Lewandowski;Lubln;124;1390.98;0,675
8145;Jan;Dąbrowski;Lublin;417;825,40;0.852
8146;Agnieszka;Zieliński;Lublin;384;2308.22;0.48
8147;Ewa;Dąbrowski;Katowic;459;2100.85;1.209
8148;Andrzej;Wójcik;Lubln;89;36.94;1,374
8149;Tomasz;Kwiatkowski;poznan;51;2009.30;0.545
8150;  Michał ;Wójcik;lublin;20;1667,67;0.387
8151;Joanna;Wójcik;WROCŁAW;256;1657.77;0.965
8152;Anna;Woźniak;lublin;180;2237.13;0,776
8153;Agnieszka;Wójcik;Krakow;224;3567.34;1.019
8154;Jan;Woźniak;Warszawa ;25;1845.13;0.335
8155;Piotr;Mazur;Lubln;235;725,02;0.527
8156;Jan;Dąbrowski;Katowice;487;2847.22;0,461
8157;Joanna;Kozłowski;Kraków ;292;2224.42;1.167
8158;Tomasz;Kwiatkowski;Wrocław;472;1178.14;0.236
8159;Maria;Kozłowski;GDAŃSK;155;4386.33;0.442
8160;;Wiśniewski;poznan;380;2 544.43;0,159
8161;Paweł;Kowalski;Poznań;416;1813.13;0.919
8162;Andrzej;Wójcik;Warszawa;81;3738.59;1.273
8163;Jan;Zieliński;Wrocław;449;2857.01;0.72
8164;Magdalena;Kwiatkowski;WROCŁAW;133;410.34;0,43
8165;Barbara;Kowalczyk; Warszawa;451;703,64 zł;1.015
8166;Michał;Lewandowski;LUBLIN;322;2322.36;0.947
8167;Anna;Lewandowski;Łodz;483;1521.61;0.897
8168;Katarzyna;Lewandowski;Kraków ;87;1099.69;0,751
8169;Jan;Kozłowski;POZNAŃ;134;2265.57;0.68
8170;Magdalena;Kozłowski;Gdansk;365;652,63;1.234.5
8171;Anna;Nowak;Katowic;55;4898.33;1.434
8172;Piotr;Nowak;katowice;183;4615.20;1,239
8173;Maria;Mazur;GDAŃSK;394;2555.75;0.136
8174;Magdalena;Woźniak;katowice;365;4590.26;0.578
8175;Magdalena;Kowalski;Poznań;243;3706,74;0.536
8176;andrzej;Wójcik;krakow;406;658.22;0,499
8177;Krzysztof;Kamiński;łódź;13 szt;1248.93;1.057
8178;Joanna;Wójcik;POZNAŃ;486;1711.08;0.711
8179;Anna;Kwiatkowski;Wwa;442;4610.77;0.221
8180;Katarzyna;Woźniak;Łódź;166;4315,60;0,726
8181;Maria;Kowalski;Gdańsk;83;220.67;0.593
8182;Ewa;Wiśniewski;łódź;170;3822.01;0.335
8183;Maria;Wiśniewski;WARSZAWA;334;243.64;0.178
8184;Ewa;Kowalski;warszawa;363;1259.37;128%
8185;Marcin;Kamiński;Lublin;215;1440,01;0.897
8186;Krzysztof;Zieliński;warszawa;35;4349.33;0.854
8187;Anna;Wójcik;gdansk;264;1200.02;1.494
8188;Michał;Kowalczyk;KRAKÓW;448;2404.16 zł;0,557
8189;Anna;Lewandowski;Gdansk;70;4333.21;1.382
8190;Paweł;Nowak;Warszawa ;abc;4813,95;
8191;Ewa;Kamiński;Kraków;406;2235.59;0.4
8192;Andrzej;LEWANDOWSKI;Lubln;141;2325.43;0,102
8193;Jan;Kamiński;Poznań;449;178.19;0.298
8194;Paweł;Szymański;gdansk;34;4658.19;0.736
8195;Piotr;Lewandowski;katowice;116;2793,25;0.147
8196;Piotr;Kowalczyk;poznan;2;4808.21;1,286
8197;Piotr;Dąbrowski;Gdańsk;421;2291.95;0.947
8198;Krzysztof;Kamiński;Kraków ;255;4324.97;1.303
8199;Krzysztof;Woźniak;Poznan;234;4205.09;0.345
8200;  Joanna ;Mazur;;120;1606,47;0,262
8201;Andrzej;Nowak;LUBLIN;327;809.69;1.148
8202;Paweł;Szymański;LODZ;162;3497.89;0.712
8203;Marcin;Kowalski;łódź;396;3448.90;0.195
8204;Jan;Woźniak;Wrocław;307;4102.18;0,242
8205;Krzysztof;Nowak;Lodz;66;1072,72;0.137
8206;Piotr;Nowak;GDAŃSK;51;1124.79;0.278
8207;Ewa;Wójcik;wroclaw;48;3268.45;0.813
8208;Agnieszka;Wiśniewski;Poznan;236;2166.47;1,414
8209;Tomasz;Lewandowski;Warszawa ;466;3561.39;0.937
8210;Marcin;Zieliński;WARSZAWA;53;1127,11;1.429
8211;Tomasz;Szymański;Lublin;261;4959.24 zł;0.464
8212;Krzysztof;Zieliński;wroclaw;474;2045.62;0,994
8213;Jan;Wiśniewski;WROCŁAW;71;481.16;0.973
8214;Barbara;Kozłowski;lublin;350 szt;1457.40;0.428
8215;Maria;Lewandowski;Katowic;500;2485,92;0.321
8216;Anna;Wiśniewski;Katowic;132;1309.26;0,814
8217;Maria;Kwiatkowski;WROCŁAW;84;2082.96;0.702
8218;Piotr;Wójcik;WROCŁAW;74;3943.43;0.294
8219;Magdalena;Nowak;Łodz;218;4726.85;0.152
8220;Jan;Wójcik;Gdańsk;12;3 193.22;0,376
8221;Anna;Mazur;Gdansk;228;24.43;0.801
8222;Jan;Szymański;łódź;182;347.34;1.094
8223;Maria;Zieliński;Wroclaw;142;2938.16;0.177
8224;Michał;Szymański;warszawa;215;3564.44;0,633
8225;Barbara;Wójcik;Lublin;76;3064,16;0.665
8226;Andrzej;Mazur;Lublin;499;3357.84;0.387
8227;Katarzyna;Dąbrowski;Krakow ;322;4483.03;0.315
8228;Marcin;Zieliński;Warszawa ;399;2925.08;0,95
8229;Magdalena;Lewandowski;LODZ;152;4160.69;1.09
8230;Tomasz;Kwiatkowski;lublin;364;318,82;0.359
8231;Jan;Kwiatkowski;Lublin;120;1265.20;0.735
8232;Agnieszka;Kowalczyk;Warszawa;114;1328.59;1,309
8233;Marcin;Kwiatkowski;GDAŃSK;335;1306.16;1.328
8234;Jan;Kowalczyk;POZNAŃ;255;304.78 zł;0.902
8235;Jan;Kamiński;Poznań;113;1119,12;0.982
8236;Agnieszka;Nowak;Lublin;48;2223.19;0,972
8237;Tomasz;Szymański;Warszwa;212;4321.61;0.435
8238;Michał;Wiśniewski;katowice;492;4358.51;1.444
8239;Joanna;Mazur;Warszawa;442;2956.27;0.706
8240;Marcin;Szymański;Łódź;24;3063,32;0,447
8241;Ewa;Nowak;lublin;150;1925.60;0.967
8242;Michał;Szymański;Warszawa;21;3334.01;0.311
8243;Katarzyna;Kwiatkowski;Gdansk;368;1151.70;0.749
8244;Michał;Nowak;Łódź;160;2572.00;1,336
8245;Katarzyna;Lewandowski;Lublin;144;856,96;0.607
8246;Maria;Dąbrowski;Gdansk;168;4260.51;0.574
8247;Maria;Lewandowski;wroclaw;38;4625.68;0.985
8248;Maria;Kowalski;Lublin;62;4287.54;1,288
8249;marcin;Zieliński;Katowic;65;3228.51;0.476
8250;  Anna ;Kwiatkowski;Poznan;;370,57;0.102
8251;Anna;Dąbrowski;warszawa;318 szt;1685.98;0.945
8252;Krzysztof;Woźniak;GDAŃSK;304;2962.02;0,228
8253;Joanna;Mazur;Gdańsk;313;1260.42;1.262
8254;Andrzej;Wójcik;LODZ;437;4196.99;0.889
8255;Maria;Kozłowski;Krakow;392;1304,11;0.149
8256;Barbara;KWIATKOWSKI;Poznań;6;437.05;0,748
8257;Paweł;Wójcik;POZNAŃ;343;3917.28 zł;1.435
8258;Tomasz;Dąbrowski;POZNAŃ;98;3276.65;0.253
8259;Joanna;Kowalski;katowice;195;895.12;0.938
8260;Agnieszka;Kowalski  ;lublin;178;2689,36;1,113
8261;Ewa;Kozłowski;Lublin;339;4868.55;0.114
8262;Krzysztof;Mazur;poznan;360;1707.08;0.747
8263;Maria;Szymański;Lubln;12;4577.20;1.258
8264;Maria;Nowak;Gdańsk;138;2169.04;0,809
8265;Andrzej;Szymański;Wroclaw;237;;1.446
8266;Katarzyna;Kowalski;Lublin;321;74.23;1.458
8267;Magdalena;Woźniak;LUBLIN;236;2454.60;0.509
8268;Paweł;Woźniak;Krakow;236;3680.40;0,729
8269;Andrzej;Kozłowski;KATOWICE;258;4467.58;1.18
8270;Agnieszka;Woźniak;Warszwa;322;2252,12;1.172
8271;Tomasz;Kowalski;warszawa;127;610.90;1.108
8272;Jan;Wiśniewski;POZNAŃ;413;2289.79;29%
8273;Ewa;Kozłowski;Lublin;233;4482.08;1.002
8274;Anna;Szymański;Gdańsk;181;1106.62;1.48
8275;Ewa;Lewandowski;Lodz;185;3228,97;0.524
8276;Joanna;Zieliński;Wwa;120;355.92;1,305
8277;Andrzej;Kamiński;łódź;272;2648.23;0.484
8278;Katarzyna;Woźniak;Warszawa ;159;2205.03;1.292
8279;Krzysztof;Kozłowski;WROCŁAW;147;3369.49;0.623
8280;;Zieliński;WARSZAWA;69;4 265.71;0,329
8281;Krzysztof;Wiśniewski;Krakow;-256;4529.00;1.424
8282;Agnieszka;Nowak;gdansk;196;4972.90;0.983
8283;Maria;Szymański;Krakow ;40;629.70;0.896
8284;Katarzyna;Kowalski;poznan;491;1866.19;0,464
8285;Michał;Lewandowski;Poznan;447;3004,10;0.727
8286;Anna;Nowak;Gdańsk;466;2518.37;0.628
8287;Ewa;Dąbrowski;Krakow ;440;2952.82;0.736
8288;Ewa;Dąbrowski;Krakow;229 szt;4001.35;1,375
8289;Anna;Wiśniewski;Lublin;2;1828.92;0.965
8290;Agnieszka;Szymański;poznan;148;4244,23;0.566
8291;Ewa;Mazur;Lodz;385;4606.68;0.553
8292;Paweł;Nowak;LUBLIN;9;4073.37;1,35
8293;Agnieszka;Lewandowski;Poznan;486;3645.45;0.811
8294;Tomasz;Kozłowski;KRAKÓW;384;3941.48;1.334
8295;Katarzyna;Mazur;Warszwa;423;3829,56;
8296;Katarzyna;Kozłowski;Warszwa;174;4771.58;0,987
8297;Jan;Dąbrowski;WROCŁAW;196;1065.47;0.24
8298;Ewa;Wiśniewski;LODZ;377;3311.11;0.348
8299;Maria;Kowalski;Wrocław;329;2916.65;0.347
8300;  Barbara ;Zieliński;POZNAŃ;279;1129,79;0,304
8301;Katarzyna;Dąbrowski;katowice;47;350.07;0.283
8302;Jan;Wójcik;WARSZAWA;63;2116.01;0.549
8303;Ewa;Nowak;Kraków ;423;1392.46 zł;1.285
8304;Ewa;Mazur;Lubln;66;2159.59;0,223
8305;Agnieszka;Nowak;łódź;262;2003,26;0.82
8306;Andrzej;Woźniak;krakow;162;406.15;0.141
8307;Ewa;Kowalczyk;WARSZAWA;480;547.88;1.123
8308;Barbara;Kozłowski;wroclaw;494;1449.42;0,6
8309;Barbara;Lewandowski;katowice;48;4806.56;0.577
8310;Joanna;Mazur;Łódź;243;3619,62;0.382
8311;Marcin;Kowalski;Wrocław;3;548.10;0.411
8312;Anna;Kamiński;Łódź;345;362.44;0,292
8313;Barbara;Dąbrowski;KRAKÓW;198;2409.81;1.224
8314;Paweł;Wiśniewski;Wrocław;189;1098.92;1.496
8315;Marcin;Wójcik;Gdansk;37;604,22;1.426
8316;Andrzej;Nowak;Gdansk;60;2368.41;0,974
8317;Ewa;Dąbrowski;lublin;51;4925.55;1.394
8318;Jan;Kowalski;wroclaw;84;3423.06;1.0
8319;Krzysztof;Nowak;Wwa;263;3029.44;1.379
8320;Marcin;NOWAK;Poznań;abc;1694,15;0,7
8321;Anna;Kamiński;POZNAŃ;234;1055.52;1.036
8322;michał;Szymański;GDAŃSK;163;1699.10;1.424
8323;Marcin;Szymański;WROCŁAW;172;967.60;0.16
8324;Piotr;Zieliński;KATOWICE;419;2613.23;0,338
8325;Maria;Kwiatkowski;Kraków;33 szt;0;0.126
8326;Katarzyna;Lewandowski;Kraków ;134;3837.65 zł;0.267
8327;Barbara;Kwiatkowski;katowice;249;1853.52;0.173
8328;Piotr;Kowalski;Lubln;487;3937.38;0,954
8329;Krzysztof;Mazur;poznan;157;3215.03;1.467
8330;Joanna;Mazur;Warszawa ;365;222,16;1.48
8331;Maria;Nowak;łódź;218;2920.85;1.058
