nr_zamowienia;data_zamowienia;klient;miasto;wojewodztwo;kategoria;produkt;ilosc;cena_jedn;rabat_proc;wartosc;status
ZAM/2024/07694;2025-04-23;Ewa Grabowski;Kraków;małopolskie;Meble;Fotel biurowy;28;1237,16;0;34640,48;Zrealizowane
ZAM/2024/07695;2024-09-08;Aleksandra Zieliński;Białystok;podlaskie;Książki;Album sztuki;3;3016,08;10;8143,42;Zrealizowane
ZAM/2024/07696;2025-03-15;Łukasz Wiśniewski;Szczecin;zachodniopomorskie;Zabawki;Klocki XXL;31;2541,82;0;78796,42;Zwrot
ZAM/2024/07697;2024-03-04;Agnieszka Michalski;Rzeszów;podkarpackie;Książki;Album sztuki;41;651,77;0;26722,57;Zwrot
ZAM/2024/07698;2025-03-07;Paweł Piotrowski;Rzeszów;podkarpackie;Odzież;Buty sportowe;45;2986,26;0;134381,70;Zrealizowane
ZAM/2024/07699;2025-04-21;Aleksandra Kozłowski;Szczecin;zachodniopomorskie;AGD;Odkurzacz Robot;28;3210,98;0;89907,44;Zrealizowane
ZAM/2024/07700;2025-05-07;Ewa Piotrowski;Kraków;małopolskie;Elektronika;Tablet Mini;6;972,48;0;5834,88;W trakcie
ZAM/2024/07701;2024-03-01;Agnieszka Piotrowski;Wrocław;dolnośląskie;Odzież;Kurtka zimowa;16;2718,66;5;41323,63;W trakcie
ZAM/2024/07702;2024-05-12;Marcin Grabowski;Kraków;małopolskie;Zabawki;Lalka;16;2487,20;10;35815,68;Zrealizowane
ZAM/2024/07703;2024-05-20;Robert Kowalczyk;Warszawa;mazowieckie;Elektronika;Monitor 27;31;4973,84;20;123351,23;Anulowane
ZAM/2024/07704;2025-03-15;Łukasz Woźniak;Warszawa;mazowieckie;Meble;Komoda;11;3337,39;15;31204,60;Anulowane
ZAM/2024/07705;2024-06-12;Anna Wiśniewski;Poznań;wielkopolskie;Ogród;Grill gazowy;9;3632,90;0;32696,10;Zrealizowane
ZAM/2024/07706;2024-03-03;Paweł Lewandowski;Rzeszów;podkarpackie;AGD;Mikrofalówka;46;4091,52;5;178799,42;Zrealizowane
ZAM/2024/07707;2024-05-13;Łukasz Krawczyk;Rzeszów;podkarpackie;Ogród;Donica ceramiczna;2;1353,49;10;2436,28;Zwrot
ZAM/2024/07708;2024-07-19;Maria Kamiński;Poznań;wielkopolskie;AGD;Mikrofalówka;36;4010,51;10;129940,52;Anulowane
ZAM/2024/07709;2025-05-26;Michał Grabowski;Katowice;śląskie;Meble;Szafa 3D;8;1301,90;0;10415,20;Zwrot
ZAM/2024/07710;2024-08-18;Barbara Kowalski;Katowice;śląskie;AGD;Mikrofalówka;27;367,87;0;9932,49;Anulowane
ZAM/2024/07711;2025-05-28;Marcin Woźniak;Szczecin;zachodniopomorskie;Ogród;Parasol;8;269,50;20;1724,80;W trakcie
ZAM/2024/07712;2024-09-04;Aleksandra Krawczyk;Katowice;śląskie;Zabawki;Samochód RC;31;4454,44;10;124278,88;Zwrot
ZAM/2024/07713;2024-07-10;Krzysztof Woźniak;Rzeszów;podkarpackie;Ogród;Parasol;42;3043,87;0;127842,54;Zwrot
ZAM/2024/07714;2025-02-14;Anna Krawczyk;Gdańsk;pomorskie;Książki;Biografia;40;987,43;10;35547,48;Zrealizowane
ZAM/2024/07715;2025-03-05;Katarzyna Nowak;Bydgoszcz;kujawsko-pomorskie;AGD;Mikrofalówka;1;1881,24;0;1881,24;Zwrot
ZAM/2024/07716;2025-04-12;Agnieszka Dąbrowski;Łódź;łódzkie;Elektronika;Słuchawki BT;39;803,35;10;28197,59;Zrealizowane
ZAM/2024/07717;2025-06-19;Joanna Zieliński;Warszawa;mazowieckie;Zabawki;Samochód RC;2;4118,55;0;8237,10;W trakcie
ZAM/2024/07718;2024-08-16;Maria Kowalczyk;Białystok;podlaskie;Odzież;Kurtka zimowa;45;3241,99;0;145889,55;Zrealizowane
ZAM/2024/07719;2024-10-01;Marcin Zieliński;Łódź;łódzkie;Zabawki;Puzzle 1000;4;3683,54;0;14734,16;W trakcie
ZAM/2024/07720;2024-11-01;Agnieszka Krawczyk;Szczecin;zachodniopomorskie;Odzież;Kurtka zimowa;29;1596,75;15;39359,89;W trakcie
ZAM/2024/07721;2025-06-21;Robert Zieliński;Katowice;śląskie;Odzież;Kurtka zimowa;34;775,24;20;21086,53;W trakcie
ZAM/2024/07722;2024-01-03;Tomasz Lewandowski;Bydgoszcz;kujawsko-pomorskie;Ogród;Grill gazowy;41;1383,62;10;51055,58;Zwrot
ZAM/2024/07723;2024-06-19;Katarzyna Mazur;Kraków;małopolskie;Meble;Komoda;11;1489,76;0;16387,36;Anulowane
ZAM/2024/07724;2024-07-05;Maria Krawczyk;Gdańsk;pomorskie;Zabawki;Puzzle 1000;31;913,32;0;28312,92;Zrealizowane
ZAM/2024/07725;2025-04-14;Łukasz Grabowski;Bydgoszcz;kujawsko-pomorskie;Zabawki;Gra planszowa;1;1575,96;20;1260,77;W trakcie
ZAM/2024/07726;2024-08-08;Piotr Wiśniewski;Katowice;śląskie;Zabawki;Samochód RC;29;3543,25;0;102754,25;Zrealizowane
ZAM/2024/07727;2024-09-28;Maria Lewandowski;Warszawa;mazowieckie;Odzież;Sweter;22;3076,67;0;67686,74;Zwrot
ZAM/2024/07728;2025-06-24;Monika Szymański;Warszawa;mazowieckie;Spożywcze;Herbata zielona;2;711,84;10;1281,31;Anulowane
ZAM/2024/07729;2024-04-09;Maria Kowalski;Wrocław;dolnośląskie;Elektronika;Słuchawki BT;28;4233,43;0;118536,04;Zrealizowane
ZAM/2024/07730;2024-11-19;Joanna Kowalczyk;Białystok;podlaskie;Odzież;Sweter;45;2472,84;0;111277,80;Zrealizowane
ZAM/2024/07731;2024-09-17;Łukasz Szymański;Białystok;podlaskie;Zabawki;Gra planszowa;33;3322,98;15;93209,59;Zwrot
ZAM/2024/07732;2024-06-14;Andrzej Lewandowski;Białystok;podlaskie;Spożywcze;Herbata zielona;6;365,96;5;2085,97;Zwrot
ZAM/2024/07733;2024-11-19;Barbara Lewandowski;Warszawa;mazowieckie;Spożywcze;Czekolada;42;694,27;15;24785,44;Anulowane
ZAM/2024/07734;2025-03-17;Monika Wiśniewski;Kraków;małopolskie;AGD;Czajnik;6;4345,39;20;20857,87;Zwrot
ZAM/2024/07735;2024-03-11;Ewa Wójcik;Warszawa;mazowieckie;Odzież;Sweter;39;3665,33;0;142947,87;Zwrot
ZAM/2024/07736;2025-01-01;Jan Woźniak;Szczecin;zachodniopomorskie;AGD;Czajnik;45;4828,37;20;173821,32;Zrealizowane
ZAM/2024/07737;2024-11-30;Robert Szymański;Lublin;lubelskie;Meble;Szafa 3D;5;4076,36;0;20381,80;Zwrot
ZAM/2024/07738;2024-06-16;Marcin Michalski;Katowice;śląskie;AGD;Lodówka XL;31;1779,87;0;55175,97;Zrealizowane
ZAM/2024/07739;2024-06-05;Marcin Michalski;Poznań;wielkopolskie;Spożywcze;Oliwa z oliwek;4;3154,62;10;11356,63;Zrealizowane
ZAM/2024/07740;2024-10-08;Monika Kowalczyk;Wrocław;dolnośląskie;Elektronika;Słuchawki BT;35;157,62;0;5516,70;Zrealizowane
ZAM/2024/07741;2024-04-29;Monika Mazur;Kraków;małopolskie;Spożywcze;Herbata zielona;14;1391,92;5;18512,54;Zwrot
ZAM/2024/07742;2025-02-11;Maria Piotrowski;Bydgoszcz;kujawsko-pomorskie;AGD;Odkurzacz Robot;49;466,77;5;21728,14;Zwrot
ZAM/2024/07743;2024-02-06;Paweł Woźniak;Kraków;małopolskie;Spożywcze;Czekolada;46;2653,50;0;122061,00;W trakcie
ZAM/2024/07744;2025-04-14;Michał Pawłowski;Łódź;łódzkie;Odzież;Koszula bawełna;26;31,20;20;648,96;W trakcie
ZAM/2024/07745;2025-01-02;Tomasz Zieliński;Łódź;łódzkie;Odzież;Sweter;13;3773,79;0;49059,27;Zrealizowane
ZAM/2024/07746;2024-11-04;Ewa Mazur;Białystok;podlaskie;Ogród;Kosiarka;32;2728,19;0;87302,08;Anulowane
ZAM/2024/07747;2024-07-01;Tomasz Krawczyk;Kraków;małopolskie;Elektronika;Słuchawki BT;44;1020,89;0;44919,16;Zrealizowane
ZAM/2024/07748;2025-02-18;Barbara Pawłowski;Katowice;śląskie;Elektronika;Monitor 27;15;706,53;5;10068,05;Zwrot
ZAM/2024/07749;2024-08-19;Magdalena Zieliński;Katowice;śląskie;Ogród;Parasol;13;4381,24;0;56956,12;Zwrot
ZAM/2024/07750;2025-04-25;Jan Wiśniewski;Katowice;śląskie;AGD;Odkurzacz Robot;43;758,44;10;29351,63;W trakcie
ZAM/2024/07751;2024-12-14;Jan Michalski;Rzeszów;podkarpackie;Ogród;Kosiarka;1;4432,54;0;4432,54;Zrealizowane
ZAM/2024/07752;2025-03-01;Anna Wiśniewski;Gdańsk;pomorskie;Ogród;Donica ceramiczna;50;1951,25;5;92684,38;W trakcie
ZAM/2024/07753;2025-05-14;Michał Nowak;Łódź;łódzkie;Książki;Atlas świata;11;3749,66;0;41246,26;W trakcie
ZAM/2024/07754;2025-02-04;Piotr Woźniak;Białystok;podlaskie;Spożywcze;Herbata zielona;1;652,86;10;587,57;Anulowane
ZAM/2024/07755;2024-10-02;Agnieszka Pawłowski;Poznań;wielkopolskie;Spożywcze;Miód;22;4291,48;0;94412,56;Zrealizowane
ZAM/2024/07756;2025-02-05;Tomasz Kwiatkowski;Bydgoszcz;kujawsko-pomorskie;Elektronika;Słuchawki BT;38;4907,97;10;167852,57;W trakcie
ZAM/2024/07757;2024-04-25;Aleksandra Krawczyk;Rzeszów;podkarpackie;Książki;Powieść kryminał;25;4510,87;10;101494,57;Zwrot
ZAM/2024/07758;2024-11-10;Magdalena Kozłowski;Gdańsk;pomorskie;Odzież;Buty sportowe;29;1455,25;15;35871,91;Zwrot
ZAM/2024/07759;2025-01-27;Aleksandra Nowak;Kraków;małopolskie;Odzież;Sweter;13;2607,30;5;32200,15;W trakcie
ZAM/2024/07760;2025-03-16;Paweł Kowalczyk;Bydgoszcz;kujawsko-pomorskie;Elektronika;Monitor 27;31;2545,54;0;78911,74;Zrealizowane
ZAM/2024/07761;2024-02-05;Jan Szymański;Warszawa;mazowieckie;Meble;Komoda;36;1372,46;0;49408,56;W trakcie
ZAM/2024/07762;2025-04-30;Paweł Nowak;Warszawa;mazowieckie;AGD;Mikrofalówka;44;2964,22;5;123904,40;Zwrot
ZAM/2024/07763;2024-10-25;Marcin Szymański;Gdańsk;pomorskie;Zabawki;Klocki XXL;47;4741,81;0;222865,07;Zrealizowane
ZAM/2024/07764;2024-02-19;Aleksandra Lewandowski;Białystok;podlaskie;AGD;Pralka Eko;19;702,25;0;13342,75;Anulowane
ZAM/2024/07765;2024-05-04;Piotr Kowalski;Rzeszów;podkarpackie;Książki;Album sztuki;11;2574,43;15;24070,92;Zwrot
ZAM/2024/07766;2025-02-17;Magdalena Nowak;Warszawa;mazowieckie;Spożywcze;Herbata zielona;11;3640,31;0;40043,41;Anulowane
ZAM/2024/07767;2025-05-18;Joanna Grabowski;Gdańsk;pomorskie;Odzież;Buty sportowe;44;3677,06;0;161790,64;W trakcie
ZAM/2024/07768;2024-06-06;Monika Krawczyk;Poznań;wielkopolskie;Elektronika;Słuchawki BT;10;1116,90;15;9493,65;W trakcie
ZAM/2024/07769;2024-03-23;Piotr Kozłowski;Bydgoszcz;kujawsko-pomorskie;Elektronika;Laptop Pro;37;4256,82;20;126001,87;Zwrot
ZAM/2024/07770;2024-08-16;Ewa Pawłowski;Rzeszów;podkarpackie;Odzież;Sukienka;49;2629,01;10;115939,34;W trakcie
ZAM/2024/07771;2025-05-14;Anna Piotrowski;Kraków;małopolskie;Meble;Komoda;46;3223,53;0;148282,38;Zwrot
ZAM/2024/07772;2025-04-18;Krzysztof Pawłowski;Gdańsk;pomorskie;Meble;Stół dębowy;8;4642,94;15;31571,99;Zrealizowane
ZAM/2024/07773;2024-07-11;Andrzej Nowak;Katowice;śląskie;Meble;Regał;49;3070,50;10;135409,05;Zrealizowane
ZAM/2024/07774;2024-09-19;Magdalena Nowak;Łódź;łódzkie;AGD;Lodówka XL;25;3743,14;10;84220,65;Zwrot
ZAM/2024/07775;2024-08-10;Robert Kowalczyk;Poznań;wielkopolskie;Odzież;Kurtka zimowa;27;4689,38;0;126613,26;W trakcie
ZAM/2024/07776;2024-03-14;Łukasz Kozłowski;Rzeszów;podkarpackie;AGD;Mikrofalówka;42;2168,26;0;91066,92;W trakcie
ZAM/2024/07777;2025-05-05;Jan Dąbrowski;Lublin;lubelskie;Zabawki;Puzzle 1000;29;3589,88;20;83285,22;Zrealizowane
ZAM/2024/07778;2024-01-25;Andrzej Nowicki;Bydgoszcz;kujawsko-pomorskie;Książki;Powieść kryminał;46;63,30;0;2911,80;Zwrot
ZAM/2024/07779;2024-01-14;Ewa Lewandowski;Kraków;małopolskie;Spożywcze;Miód;40;3608,00;0;144320,00;Zwrot
ZAM/2024/07780;2024-06-01;Anna Kowalski;Bydgoszcz;kujawsko-pomorskie;AGD;Mikrofalówka;5;373,04;15;1585,42;Anulowane
ZAM/2024/07781;2024-06-30;Robert Krawczyk;Bydgoszcz;kujawsko-pomorskie;Zabawki;Gra planszowa;20;1001,95;20;16031,20;W trakcie
ZAM/2024/07782;2024-07-01;Łukasz Pawłowski;Szczecin;zachodniopomorskie;Książki;Album sztuki;8;2360,79;0;18886,32;W trakcie
ZAM/2024/07783;2025-02-03;Monika Kwiatkowski;Łódź;łódzkie;Spożywcze;Herbata zielona;32;1352,81;0;43289,92;Zwrot
ZAM/2024/07784;2024-02-28;Robert Kamiński;Bydgoszcz;kujawsko-pomorskie;Elektronika;Tablet Mini;29;2539,82;5;69972,04;Zwrot
ZAM/2024/07785;2025-03-17;Marcin Kowalczyk;Gdańsk;pomorskie;Elektronika;Smartfon X;46;644,07;0;29627,22;Zrealizowane
ZAM/2024/07786;2025-04-15;Joanna Piotrowski;Białystok;podlaskie;Zabawki;Gra planszowa;15;3879,53;0;58192,95;Anulowane
ZAM/2024/07787;2025-01-17;Ewa Krawczyk;Bydgoszcz;kujawsko-pomorskie;Ogród;Grill gazowy;15;4198,66;0;62979,90;Zrealizowane
ZAM/2024/07788;2024-12-17;Aleksandra Kwiatkowski;Wrocław;dolnośląskie;AGD;Pralka Eko;49;2598,41;5;120955,99;Anulowane
ZAM/2024/07789;2025-01-12;Joanna Dąbrowski;Wrocław;dolnośląskie;Elektronika;Tablet Mini;46;1708,86;10;70746,80;W trakcie
ZAM/2024/07790;2024-03-18;Magdalena Krawczyk;Lublin;lubelskie;Odzież;Sweter;26;406,07;20;8446,26;Zwrot
ZAM/2024/07791;2024-11-21;Ewa Woźniak;Warszawa;mazowieckie;Spożywcze;Miód;46;742,89;5;32464,29;Zrealizowane
ZAM/2024/07792;2024-11-13;Monika Grabowski;Bydgoszcz;kujawsko-pomorskie;AGD;Mikrofalówka;44;3429,46;10;135806,62;Anulowane
ZAM/2024/07793;2024-11-25;Ewa Lewandowski;Kraków;małopolskie;Książki;Album sztuki;27;60,65;20;1310,04;Zrealizowane
ZAM/2024/07794;2025-06-12;Agnieszka Kowalczyk;Szczecin;zachodniopomorskie;Zabawki;Klocki XXL;11;3462,23;0;38084,53;W trakcie
ZAM/2024/07795;2025-01-15;Andrzej Lewandowski;Lublin;lubelskie;Odzież;Buty sportowe;25;115,48;10;2598,30;Zwrot
ZAM/2024/07796;2024-11-26;Paweł Nowak;Poznań;wielkopolskie;Książki;Poradnik kuchnia;48;822,46;0;39478,08;Zwrot
ZAM/2024/07797;2024-08-06;Magdalena Kozłowski;Wrocław;dolnośląskie;Meble;Regał;24;3980,65;20;76428,48;Zrealizowane
ZAM/2024/07798;2024-04-23;Aleksandra Kamiński;Poznań;wielkopolskie;Spożywcze;Czekolada;47;1454,90;0;68380,30;W trakcie
ZAM/2024/07799;2024-10-20;Robert Krawczyk;Łódź;łódzkie;Spożywcze;Herbata zielona;50;3725,22;20;149008,80;Zwrot
ZAM/2024/07800;2025-05-01;Magdalena Woźniak;Rzeszów;podkarpackie;Książki;Album sztuki;37;1975,39;0;73089,43;Zrealizowane
ZAM/2024/07801;2024-06-22;Katarzyna Zieliński;Poznań;wielkopolskie;Spożywcze;Kawa ziarnista;39;4981,67;20;155428,10;Zrealizowane
ZAM/2024/07802;2025-04-14;Tomasz Grabowski;Katowice;śląskie;Spożywcze;Czekolada;5;2541,15;10;11435,18;Zwrot
ZAM/2024/07803;2024-08-29;Magdalena Wójcik;Gdańsk;pomorskie;Meble;Stół dębowy;39;3564,77;0;139026,03;W trakcie
ZAM/2024/07804;2024-10-22;Jan Krawczyk;Gdańsk;pomorskie;Meble;Szafa 3D;38;4162,06;5;150250,37;Anulowane
ZAM/2024/07805;2024-12-08;Paweł Kwiatkowski;Kraków;małopolskie;Książki;Album sztuki;26;452,95;0;11776,70;Anulowane
ZAM/2024/07806;2024-10-02;Barbara Grabowski;Białystok;podlaskie;AGD;Lodówka XL;5;4443,14;10;19994,13;Anulowane
ZAM/2024/07807;2024-08-18;Aleksandra Kowalski;Poznań;wielkopolskie;Elektronika;Słuchawki BT;29;3366,80;0;97637,20;Zwrot
ZAM/2024/07808;2024-05-21;Andrzej Krawczyk;Wrocław;dolnośląskie;Elektronika;Laptop Pro;40;2496,07;0;99842,80;Zwrot
ZAM/2024/07809;2024-05-26;Andrzej Grabowski;Rzeszów;podkarpackie;Zabawki;Lalka;43;4643,67;15;169726,14;Anulowane
ZAM/2024/07810;2024-04-04;Piotr Wiśniewski;Bydgoszcz;kujawsko-pomorskie;Odzież;Kurtka zimowa;16;2999,31;5;45589,51;Zwrot
ZAM/2024/07811;2025-02-03;Ewa Wiśniewski;Białystok;podlaskie;Ogród;Donica ceramiczna;42;2623,31;10;99161,12;Zwrot
ZAM/2024/07812;2024-09-02;Magdalena Wiśniewski;Lublin;lubelskie;Ogród;Kosiarka;43;3346,09;0;143881,87;Zwrot
ZAM/2024/07813;2024-03-03;Magdalena Piotrowski;Katowice;śląskie;AGD;Odkurzacz Robot;17;2719,06;15;39290,42;Zwrot
ZAM/2024/07814;2025-04-04;Anna Nowicki;Wrocław;dolnośląskie;Ogród;Kosiarka;12;1218,81;0;14625,72;Anulowane
ZAM/2024/07815;2025-06-11;Tomasz Piotrowski;Katowice;śląskie;Elektronika;Smartfon X;18;4006,41;10;64903,84;Anulowane
ZAM/2024/07816;2025-04-17;Agnieszka Grabowski;Gdańsk;pomorskie;Odzież;Buty sportowe;31;2664,06;20;66068,69;Anulowane
ZAM/2024/07817;2024-03-25;Tomasz Wójcik;Katowice;śląskie;Książki;Album sztuki;7;4479,42;15;26652,55;W trakcie
ZAM/2024/07818;2024-01-24;Jan Wójcik;Rzeszów;podkarpackie;Spożywcze;Herbata zielona;47;3964,21;15;158370,19;W trakcie
ZAM/2024/07819;2025-05-31;Aleksandra Zieliński;Rzeszów;podkarpackie;Elektronika;Tablet Mini;11;4726,89;0;51995,79;W trakcie
ZAM/2024/07820;2024-10-26;Katarzyna Mazur;Łódź;łódzkie;Spożywcze;Miód;7;969,15;0;6784,05;Anulowane
ZAM/2024/07821;2024-10-04;Michał Grabowski;Gdańsk;pomorskie;Odzież;Sweter;46;436,62;0;20084,52;W trakcie
ZAM/2024/07822;2024-02-29;Maria Wójcik;Wrocław;dolnośląskie;AGD;Czajnik;2;3410,34;20;5456,54;Anulowane
ZAM/2024/07823;2025-05-02;Łukasz Krawczyk;Bydgoszcz;kujawsko-pomorskie;Książki;Atlas świata;46;2767,93;0;127324,78;W trakcie
ZAM/2024/07824;2024-11-11;Andrzej Zieliński;Poznań;wielkopolskie;Książki;Album sztuki;22;2838,95;0;62456,90;Zrealizowane
ZAM/2024/07825;2024-03-17;Katarzyna Kwiatkowski;Łódź;łódzkie;Elektronika;Monitor 27;39;150,56;0;5871,84;Zrealizowane
ZAM/2024/07826;2024-06-01;Anna Wójcik;Bydgoszcz;kujawsko-pomorskie;Ogród;Donica ceramiczna;16;579,98;20;7423,74;Zrealizowane
ZAM/2024/07827;2024-05-29;Marcin Piotrowski;Szczecin;zachodniopomorskie;AGD;Lodówka XL;28;3169,43;20;70995,23;Anulowane
ZAM/2024/07828;2024-11-10;Barbara Kozłowski;Lublin;lubelskie;Meble;Szafa 3D;11;3244,97;0;35694,67;Zrealizowane
ZAM/2024/07829;2024-01-05;Łukasz Zieliński;Warszawa;mazowieckie;AGD;Czajnik;25;4981,84;0;124546,00;W trakcie
ZAM/2024/07830;2024-11-25;Jan Michalski;Kraków;małopolskie;Zabawki;Gra planszowa;22;1297,96;0;28555,12;W trakcie
ZAM/2024/07831;2024-03-22;Maria Piotrowski;Lublin;lubelskie;Meble;Szafa 3D;40;542,98;0;21719,20;W trakcie
ZAM/2024/07832;2024-02-22;Robert Grabowski;Białystok;podlaskie;Spożywcze;Miód;36;1894,18;0;68190,48;Zrealizowane
ZAM/2024/07833;2025-01-22;Marcin Zieliński;Wrocław;dolnośląskie;Książki;Poradnik kuchnia;11;4337,27;10;42938,97;W trakcie
ZAM/2024/07834;2024-04-23;Andrzej Szymański;Białystok;podlaskie;Spożywcze;Czekolada;42;3607,60;5;143943,24;Zrealizowane
ZAM/2024/07835;2024-05-05;Robert Nowak;Warszawa;mazowieckie;AGD;Lodówka XL;5;2159,35;0;10796,75;Zrealizowane
ZAM/2024/07836;2024-06-03;Katarzyna Kozłowski;Rzeszów;podkarpackie;AGD;Pralka Eko;29;2046,50;0;59348,50;W trakcie
ZAM/2024/07837;2024-01-05;Agnieszka Nowicki;Lublin;lubelskie;Książki;Powieść kryminał;42;1556,91;10;58851,20;Zrealizowane
ZAM/2024/07838;2024-05-29;Aleksandra Lewandowski;Kraków;małopolskie;AGD;Odkurzacz Robot;48;2118,70;10;91527,84;Zwrot
ZAM/2024/07839;2024-02-10;Aleksandra Woźniak;Lublin;lubelskie;Zabawki;Gra planszowa;25;4866,63;5;115582,46;Anulowane
ZAM/2024/07840;2024-02-25;Anna Kozłowski;Kraków;małopolskie;Elektronika;Smartfon X;29;1064,58;0;30872,82;Zwrot
ZAM/2024/07841;2025-03-03;Tomasz Nowicki;Kraków;małopolskie;Odzież;Sukienka;48;2579,38;0;123810,24;Zrealizowane
ZAM/2024/07842;2025-01-31;Jan Kowalczyk;Wrocław;dolnośląskie;Spożywcze;Kawa ziarnista;44;3326,61;10;131733,76;Anulowane
ZAM/2024/07843;2024-06-11;Michał Zieliński;Gdańsk;pomorskie;Elektronika;Laptop Pro;23;763,34;0;17556,82;Anulowane
ZAM/2024/07844;2024-06-09;Michał Kozłowski;Białystok;podlaskie;Ogród;Grill gazowy;49;3043,68;0;149140,32;W trakcie
ZAM/2024/07845;2024-04-11;Katarzyna Dąbrowski;Bydgoszcz;kujawsko-pomorskie;Książki;Poradnik kuchnia;14;1933,13;10;24357,44;Zwrot
ZAM/2024/07846;2025-01-15;Tomasz Grabowski;Szczecin;zachodniopomorskie;Zabawki;Gra planszowa;19;1866,28;0;35459,32;Zwrot
ZAM/2024/07847;2024-06-26;Tomasz Woźniak;Kraków;małopolskie;Książki;Album sztuki;10;4846,32;0;48463,20;Anulowane
ZAM/2024/07848;2024-07-04;Tomasz Michalski;Poznań;wielkopolskie;Odzież;Buty sportowe;24;2141,21;20;41111,23;W trakcie
ZAM/2024/07849;2024-01-26;Monika Piotrowski;Kraków;małopolskie;Meble;Stół dębowy;47;3273,42;10;138465,67;W trakcie
ZAM/2024/07850;2024-09-14;Łukasz Kowalczyk;Białystok;podlaskie;Zabawki;Puzzle 1000;10;4335,52;20;34684,16;Zwrot
ZAM/2024/07851;2024-11-12;Magdalena Kowalski;Rzeszów;podkarpackie;Ogród;Donica ceramiczna;20;3641,39;10;65545,02;W trakcie
ZAM/2024/07852;2024-12-07;Katarzyna Kwiatkowski;Szczecin;zachodniopomorskie;Elektronika;Monitor 27;22;2962,68;0;65178,96;Zrealizowane
ZAM/2024/07853;2024-03-12;Krzysztof Dąbrowski;Łódź;łódzkie;Książki;Biografia;46;1206,97;20;44416,50;Zrealizowane
ZAM/2024/07854;2024-09-10;Piotr Wiśniewski;Gdańsk;pomorskie;Odzież;Kurtka zimowa;20;2214,44;0;44288,80;W trakcie
ZAM/2024/07855;2025-06-18;Ewa Kowalczyk;Wrocław;dolnośląskie;Elektronika;Smartfon X;22;1577,22;0;34698,84;W trakcie
ZAM/2024/07856;2024-01-03;Krzysztof Zieliński;Kraków;małopolskie;Elektronika;Monitor 27;37;2425,80;10;80779,14;Anulowane
ZAM/2024/07857;2024-06-18;Anna Krawczyk;Poznań;wielkopolskie;Książki;Powieść kryminał;26;4321,81;5;106748,71;Anulowane
ZAM/2024/07858;2025-02-13;Andrzej Wiśniewski;Lublin;lubelskie;Zabawki;Lalka;33;408,40;0;13477,20;Zrealizowane
ZAM/2024/07859;2024-07-18;Paweł Krawczyk;Białystok;podlaskie;AGD;Czajnik;47;2895,89;15;115690,81;W trakcie
ZAM/2024/07860;2025-05-25;Jan Szymański;Szczecin;zachodniopomorskie;Spożywcze;Czekolada;2;4371,45;20;6994,32;Anulowane
ZAM/2024/07861;2024-11-13;Agnieszka Grabowski;Poznań;wielkopolskie;Ogród;Kosiarka;47;364,93;20;13721,37;W trakcie
ZAM/2024/07862;2025-02-12;Magdalena Piotrowski;Lublin;lubelskie;Zabawki;Klocki XXL;47;4065,96;20;152880,10;Zrealizowane
ZAM/2024/07863;2024-02-14;Maria Kowalski;Gdańsk;pomorskie;Ogród;Wąż ogrodowy;5;1956,71;10;8805,19;Zrealizowane
ZAM/2024/07864;2025-01-29;Jan Wiśniewski;Białystok;podlaskie;Odzież;Kurtka zimowa;32;4040,31;10;116360,93;Zwrot
ZAM/2024/07865;2024-07-04;Ewa Kowalski;Poznań;wielkopolskie;Spożywcze;Herbata zielona;33;199,84;20;5275,78;Anulowane
ZAM/2024/07866;2024-05-18;Maria Pawłowski;Lublin;lubelskie;Elektronika;Tablet Mini;3;3662,41;10;9888,51;Zwrot
ZAM/2024/07867;2025-02-28;Barbara Wójcik;Warszawa;mazowieckie;Spożywcze;Czekolada;2;3123,45;10;5622,21;Zrealizowane
ZAM/2024/07868;2024-04-02;Tomasz Kowalczyk;Katowice;śląskie;Książki;Atlas świata;19;3571,36;0;67855,84;Zwrot
ZAM/2024/07869;2024-07-09;Marcin Kowalski;Kraków;małopolskie;Meble;Szafa 3D;50;4980,03;5;236551,42;W trakcie
ZAM/2024/07870;2024-12-07;Agnieszka Michalski;Lublin;lubelskie;Meble;Szafa 3D;1;3023,65;20;2418,92;Zwrot
ZAM/2024/07871;2025-03-23;Andrzej Wiśniewski;Kraków;małopolskie;AGD;Lodówka XL;40;4248,97;20;135967,04;Anulowane
ZAM/2024/07872;2025-06-13;Łukasz Zieliński;Bydgoszcz;kujawsko-pomorskie;Zabawki;Puzzle 1000;36;2169,84;20;62491,39;Zrealizowane
ZAM/2024/07873;2024-12-15;Andrzej Szymański;Warszawa;mazowieckie;Odzież;Sukienka;35;4471,10;0;156488,50;Zwrot
ZAM/2024/07874;2024-09-26;Aleksandra Michalski;Kraków;małopolskie;Ogród;Wąż ogrodowy;50;2918,40;0;145920,00;W trakcie
ZAM/2024/07875;2024-05-08;Paweł Lewandowski;Białystok;podlaskie;Spożywcze;Oliwa z oliwek;3;3782,07;15;9644,28;Anulowane
ZAM/2024/07876;2025-01-01;Maria Piotrowski;Łódź;łódzkie;Elektronika;Smartfon X;30;4767,34;20;114416,16;Zwrot
ZAM/2024/07877;2024-06-16;Michał Mazur;Bydgoszcz;kujawsko-pomorskie;AGD;Odkurzacz Robot;34;279,47;10;8551,78;W trakcie
